component,kind,time,CdA,Hdot,Q,dP,mdot,qdot,state
lox_feed_series/lox_engine_injector,Connection,19.3,1.53e-05,-63137.103812206304,,425821.65365160967,0.478683234737174,0.0,1
lox_feed_series/lox_engine_injector,Connection,19.4,1.53e-05,-62819.23292905488,,421454.11939906375,0.4762176852198796,0.0,1
lox_feed_series/lox_engine_injector,Connection,19.4,1.53e-05,-62506.81438962938,,417183.73375757446,0.4737946083975228,0.0,1
lox_feed_series/lox_engine_injector,Connection,19.5,1.53e-05,-63929.99649616746,,436468.36978823564,0.4846250233279353,0.0,1
lox_feed_series/lox_engine_injector,Connection,19.5,1.53e-05,-64019.39374221034,,437758.8948271876,0.48534420919851706,0.0,1
lox_feed_series/lox_engine_injector,Connection,19.6,1.53e-05,-64241.70239198971,,440872.8400189329,0.48707058864436287,0.0,1
lox_feed_series/lox_engine_injector,Connection,19.6,1.53e-05,-64449.29082560705,,443794.39253671234,0.488684945866181,0.0,1
lox_feed_series/lox_engine_injector,Connection,19.7,1.53e-05,-64654.85257901489,,446696.8851549616,0.49028351562249495,0.0,1
lox_feed_series/lox_engine_injector,Connection,19.7,1.53e-05,-64857.30512585502,,449565.02528545127,0.49185808544698345,0.0,1
lox_feed_series/lox_engine_injector,Connection,19.8,1.53e-05,-65056.70469011644,,452399.167853022,0.49340907756973107,0.0,1
lox_feed_series/lox_engine_injector,Connection,19.8,1.53e-05,-63547.6010819666,,431559.5422069845,0.4819062317474855,0.0,1
lox_feed_series/lox_engine_injector,Connection,19.9,1.53e-05,-63269.04559436708,,427692.8347059007,0.4797380968767938,0.0,1
lox_feed_series/lox_engine_injector,Connection,19.9,1.53e-05,-62907.76504788948,,422732.6954362899,0.47694381196888896,0.0,1
lox_feed_series/lox_engine_injector,Connection,20.0,1.53e-05,-62582.334854550296,,418282.5534597373,0.47442251751024955,0.0,1
kerosene_feed_series,Series,0.0,9.59089672391414e-06,-340381.84127388283,,3346053.646585267,0.6802913486554641,0.0,True
kerosene_feed_series,Series,0.1,9.585264173416738e-06,-210588.85494152518,,1282437.6355219912,0.42091667267319033,0.0,True
kerosene_feed_series,Series,0.1,9.581036998068841e-06,-148161.80145027963,,635516.4424300143,0.29618202916808833,0.0,True
kerosene_feed_series,Series,0.2,9.57640320711998e-06,-142234.57210176345,,586170.4079325381,0.28430993862217896,0.0,True
kerosene_feed_series,Series,0.2,9.57575292392633e-06,-144818.37653526038,,607660.8861510581,0.2894518452609907,0.0,True
kerosene_feed_series,Series,0.2,9.576040506117326e-06,-128019.0909160631,,474764.77569930954,0.25585447860064775,0.0,True
kerosene_feed_series,Series,0.3,9.573952680065356e-06,-131558.3593638088,,501538.35201403033,0.2629098478656315,0.0,True
kerosene_feed_series,Series,0.4,9.574435557572495e-06,-145095.19127422516,,610190.6276818803,0.290015283899943,0.0,True
kerosene_feed_series,Series,0.4,9.576072757853712e-06,-156847.43246271796,,713007.4394126288,0.3135596563678567,0.0,True
kerosene_feed_series,Series,0.5,9.577267088067883e-06,-140350.12153668693,,570679.333759442,0.28055497843457605,0.0,True
kerosene_feed_series,Series,0.5,9.575536289834012e-06,-143556.74410581382,,597192.9714574898,0.28694327373387934,0.0,True
kerosene_feed_series,Series,0.6,9.575901519291243e-06,-144926.21576160297,,608515.3995283172,0.2896585098327699,0.0,True
kerosene_feed_series,Series,0.6,9.57605174332959e-06,-128887.44855105621,,481203.6223455416,0.2575828954045807,0.0,True
